shipment_id,customer_id,route_id,vehicle_id,driver_id,planned_departure,actual_departure,planned_arrival,actual_arrival,origin,destination,distance_km,fuel_cost,shipment_revenue,shipment_status,cargo_type
S159,C020,R003,V006,D006,2026-03-30 12:00:00,2026-03-30 12:29:00,2026-03-30 16:00:00,2026-03-30 16:33:00,Luxembourg,Nancy,226,122,233,Delivered,Chemicals
S160,C008,R008,V002,D005,2026-03-30 13:00:00,2026-03-30 13:35:00,2026-03-30 17:00:00,2026-03-30 17:30:00,Luxembourg,Metz,176,56,199,Delivered,General
S161,C008,R003,V006,D010,2026-03-30 09:00:00,2026-03-30 09:24:00,2026-03-30 13:00:00,,Luxembourg,Nancy,210,68,263,In Transit,Food
S162,C010,R008,V001,D002,2026-03-30 13:00:00,2026-03-30 13:29:00,2026-03-30 17:00:00,,Luxembourg,Metz,308,137,346,In Transit,Pharma
S163,C010,R008,V010,D008,2026-03-30 14:00:00,2026-03-30 14:22:00,2026-03-30 18:00:00,2026-03-30 17:56:00,Luxembourg,Liege,324,22,210,Delivered,Food
S164,C013,R006,V001,D007,2026-03-30 07:00:00,2026-03-30 07:16:00,2026-03-30 11:00:00,,Luxembourg,Brussels,341,69,471,In Transit,Chemicals
S165,C018,R005,V010,D010,2026-03-30 06:00:00,2026-03-30 06:24:00,2026-03-30 10:00:00,,Luxembourg,Brussels,115,44,503,In Transit,Chemicals
S166,C005,R004,V010,D009,2026-03-30 10:00:00,2026-03-30 10:35:00,2026-03-30 14:00:00,,Luxembourg,Metz,306,30,146,In Transit,General
S167,C017,R008,V003,D010,2026-03-30 07:00:00,2026-03-30 07:21:00,2026-03-30 11:00:00,,Luxembourg,Reims,121,103,426,In Transit,Pharma
S168,C019,R006,V009,D009,2026-03-30 11:00:00,2026-03-30 11:39:00,2026-03-30 15:00:00,,Luxembourg,Reims,300,96,586,In Transit,General
S169,C019,R005,V001,D010,2026-03-30 10:00:00,2026-03-30 10:21:00,2026-03-30 14:00:00,2026-03-30 14:43:00,Luxembourg,Metz,185,78,152,Delivered,Food
S170,C005,R004,V001,D010,2026-03-30 07:00:00,2026-03-30 07:33:00,2026-03-30 11:00:00,,Luxembourg,Nancy,106,68,119,In Transit,Food
S171,C007,R007,V009,D010,2026-03-30 10:00:00,2026-03-30 10:26:00,2026-03-30 14:00:00,2026-03-30 14:42:00,Luxembourg,Metz,81,55,631,Delivered,Pharma
S172,C017,R007,V006,D003,2026-03-30 13:00:00,2026-03-30 13:20:00,2026-03-30 17:00:00,,Luxembourg,Metz,322,107,659,In Transit,Chemicals
S173,C007,R004,V005,D009,2026-03-30 15:00:00,2026-03-30 15:16:00,2026-03-30 19:00:00,,Luxembourg,Liege,165,96,395,In Transit,Pharma
S174,C012,R009,V005,D005,2026-03-30 12:00:00,2026-03-30 12:20:00,2026-03-30 16:00:00,,Luxembourg,Brussels,343,117,504,In Transit,Chemicals
S175,C003,R006,V008,D005,2026-03-30 07:00:00,2026-03-30 07:18:00,2026-03-30 11:00:00,2026-03-30 11:26:00,Luxembourg,Nancy,295,74,306,Delivered,Chemicals
S176,C020,R010,V004,D004,2026-03-30 13:00:00,2026-03-30 13:17:00,2026-03-30 17:00:00,2026-03-30 17:03:00,Luxembourg,Brussels,392,77,338,Delivered,General
S177,C016,R002,V003,D001,2026-03-30 06:00:00,2026-03-30 06:26:00,2026-03-30 10:00:00,,Luxembourg,Reims,130,124,587,In Transit,Food
S178,C011,R005,V001,D002,2026-03-30 15:00:00,2026-03-30 15:12:00,2026-03-30 19:00:00,,Luxembourg,Nancy,343,79,647,In Transit,General
S179,C013,R008,V003,D005,2026-03-30 07:00:00,2026-03-30 07:26:00,2026-03-30 11:00:00,2026-03-30 10:54:00,Luxembourg,Brussels,54,96,681,Delivered,General
S180,C018,R009,V008,D003,2026-03-30 10:00:00,2026-03-30 10:18:00,2026-03-30 14:00:00,,Luxembourg,Reims,289,89,297,In Transit,General
S181,C009,R003,V001,D006,2026-03-30 10:00:00,2026-03-30 10:10:00,2026-03-30 14:00:00,,Luxembourg,Liege,340,69,279,In Transit,Food
S182,C003,R007,V002,D003,2026-03-30 11:00:00,2026-03-30 11:32:00,2026-03-30 15:00:00,,Luxembourg,Paris,294,102,354,In Transit,General
S183,C009,R006,V005,D010,2026-03-30 09:00:00,2026-03-30 09:24:00,2026-03-30 13:00:00,2026-03-30 13:47:00,Luxembourg,Nancy,343,22,367,Delivered,Chemicals
S184,C010,R003,V007,D009,2026-03-30 08:00:00,2026-03-30 08:03:00,2026-03-30 12:00:00,2026-03-30 12:49:00,Luxembourg,Nancy,209,50,402,Delivered,Chemicals
S185,C016,R003,V008,D010,2026-03-30 14:00:00,2026-03-30 14:14:00,2026-03-30 18:00:00,2026-03-30 18:07:00,Luxembourg,Liege,262,140,650,Delivered,Pharma
S186,C015,R009,V006,D002,2026-03-30 08:00:00,2026-03-30 08:38:00,2026-03-30 12:00:00,2026-03-30 12:57:00,Luxembourg,Reims,107,35,660,Delivered,Pharma
S187,C011,R009,V008,D002,2026-03-30 14:00:00,2026-03-30 14:34:00,2026-03-30 18:00:00,2026-03-30 18:11:00,Luxembourg,Nancy,155,145,193,Delivered,Food
S188,C014,R008,V010,D001,2026-03-30 05:00:00,2026-03-30 05:29:00,2026-03-30 09:00:00,2026-03-30 09:55:00,Luxembourg,Reims,286,98,122,Delivered,Food
S189,C002,R007,V006,D002,2026-03-30 09:00:00,2026-03-30 09:00:00,2026-03-30 13:00:00,2026-03-30 12:59:00,Luxembourg,Reims,80,37,583,Delivered,General
S190,C014,R006,V007,D008,2026-03-30 09:00:00,2026-03-30 09:26:00,2026-03-30 13:00:00,2026-03-30 13:07:00,Luxembourg,Metz,242,40,652,Delivered,Pharma
S191,C018,R007,V009,D003,2026-03-30 15:00:00,2026-03-30 15:22:00,2026-03-30 19:00:00,2026-03-30 19:12:00,Luxembourg,Nancy,164,20,123,Delivered,Chemicals
S192,C018,R007,V004,D004,2026-03-30 12:00:00,2026-03-30 12:34:00,2026-03-30 16:00:00,,Luxembourg,Metz,227,59,382,In Transit,Pharma
S193,C020,R001,V004,D004,2026-03-30 06:00:00,2026-03-30 06:02:00,2026-03-30 10:00:00,,Luxembourg,Brussels,101,28,557,In Transit,General
S194,C015,R004,V009,D004,2026-03-30 08:00:00,2026-03-30 08:02:00,2026-03-30 12:00:00,,Luxembourg,Brussels,121,148,396,In Transit,Pharma
S195,C008,R005,V003,D009,2026-03-30 14:00:00,2026-03-30 14:20:00,2026-03-30 18:00:00,,Luxembourg,Paris,261,96,381,In Transit,General
S196,C018,R008,V001,D006,2026-03-30 13:00:00,2026-03-30 13:37:00,2026-03-30 17:00:00,2026-03-30 17:44:00,Luxembourg,Nancy,393,117,637,Delivered,Chemicals
S197,C013,R003,V009,D008,2026-03-30 11:00:00,2026-03-30 11:26:00,2026-03-30 15:00:00,2026-03-30 15:28:00,Luxembourg,Paris,165,96,247,Delivered,Food
S198,C014,R009,V009,D003,2026-03-30 05:00:00,2026-03-30 05:35:00,2026-03-30 09:00:00,,Luxembourg,Metz,174,85,308,In Transit,Chemicals
S199,C012,R002,V009,D004,2026-03-30 15:00:00,2026-03-30 15:05:00,2026-03-30 19:00:00,,Luxembourg,Brussels,187,116,140,In Transit,General
S200,C007,R006,V005,D001,2026-03-30 08:00:00,2026-03-30 08:37:00,2026-03-30 12:00:00,2026-03-30 12:51:00,Luxembourg,Paris,147,50,590,Delivered,Pharma
S201,C008,R009,V006,D005,2026-03-30 14:00:00,2026-03-30 14:13:00,2026-03-30 18:00:00,,Luxembourg,Metz,288,111,415,In Transit,Chemicals
S202,C015,R002,V008,D006,2026-03-30 10:00:00,2026-03-30 10:32:00,2026-03-30 14:00:00,,Luxembourg,Paris,239,100,523,In Transit,General
S203,C009,R009,V010,D010,2026-03-30 14:00:00,2026-03-30 14:14:00,2026-03-30 18:00:00,2026-03-30 17:52:00,Luxembourg,Nancy,263,95,256,Delivered,Pharma
S204,C019,R004,V008,D009,2026-03-30 10:00:00,2026-03-30 10:14:00,2026-03-30 14:00:00,,Luxembourg,Nancy,400,106,363,In Transit,Food
S205,C006,R006,V003,D003,2026-03-30 15:00:00,2026-03-30 15:31:00,2026-03-30 19:00:00,,Luxembourg,Nancy,329,145,288,In Transit,General
S206,C001,R007,V003,D004,2026-03-30 13:00:00,2026-03-30 13:02:00,2026-03-30 17:00:00,2026-03-30 16:56:00,Luxembourg,Brussels,127,22,323,Delivered,Food
S207,C016,R001,V001,D009,2026-03-30 10:00:00,2026-03-30 10:03:00,2026-03-30 14:00:00,,Luxembourg,Reims,260,23,117,In Transit,Chemicals
S208,C014,R003,V002,D002,2026-03-30 13:00:00,2026-03-30 13:18:00,2026-03-30 17:00:00,2026-03-30 17:54:00,Luxembourg,Reims,126,81,296,Delivered,Chemicals
S209,C003,R006,V007,D008,2026-03-30 10:00:00,2026-03-30 10:17:00,2026-03-30 14:00:00,,Luxembourg,Reims,174,77,407,In Transit,General
S210,C013,R007,V009,D008,2026-03-30 15:00:00,2026-03-30 15:02:00,2026-03-30 19:00:00,2026-03-30 19:41:00,Luxembourg,Brussels,376,22,275,Delivered,General
S211,C019,R002,V009,D001,2026-03-30 12:00:00,2026-03-30 12:27:00,2026-03-30 16:00:00,,Luxembourg,Paris,158,141,377,In Transit,General
S212,C011,R001,V004,D010,2026-03-30 06:00:00,2026-03-30 06:17:00,2026-03-30 10:00:00,2026-03-30 10:12:00,Luxembourg,Paris,253,39,406,Delivered,Pharma
S213,C018,R006,V007,D003,2026-03-30 14:00:00,2026-03-30 14:15:00,2026-03-30 18:00:00,,Luxembourg,Nancy,90,148,454,In Transit,General
S214,C011,R010,V010,D010,2026-03-30 06:00:00,2026-03-30 06:27:00,2026-03-30 10:00:00,2026-03-30 09:59:00,Luxembourg,Metz,217,27,379,Delivered,Food
S215,C018,R007,V007,D003,2026-03-30 12:00:00,2026-03-30 12:14:00,2026-03-30 16:00:00,,Luxembourg,Nancy,349,117,187,In Transit,Chemicals
S216,C005,R007,V003,D007,2026-03-30 08:00:00,2026-03-30 08:04:00,2026-03-30 12:00:00,2026-03-30 12:24:00,Luxembourg,Liege,234,47,193,Delivered,General
S217,C009,R002,V003,D002,2026-03-30 09:00:00,2026-03-30 09:28:00,2026-03-30 13:00:00,,Luxembourg,Paris,270,134,670,In Transit,Food
S218,C018,R002,V010,D010,2026-03-30 06:00:00,2026-03-30 06:01:00,2026-03-30 10:00:00,2026-03-30 10:35:00,Luxembourg,Liege,247,23,398,Delivered,Food
S219,C006,R007,V003,D003,2026-03-30 11:00:00,2026-03-30 11:05:00,2026-03-30 15:00:00,2026-03-30 15:56:00,Luxembourg,Liege,204,88,604,Delivered,Pharma
S220,C009,R007,V005,D008,2026-03-30 06:00:00,2026-03-30 06:10:00,2026-03-30 10:00:00,,Luxembourg,Brussels,234,84,352,In Transit,Food
S221,C004,R003,V005,D001,2026-03-30 14:00:00,2026-03-30 14:39:00,2026-03-30 18:00:00,2026-03-30 18:48:00,Luxembourg,Metz,220,117,437,Delivered,Food
S222,C011,R010,V004,D008,2026-03-30 10:00:00,2026-03-30 10:27:00,2026-03-30 14:00:00,2026-03-30 14:28:00,Luxembourg,Liege,140,121,426,Delivered,Chemicals
S223,C013,R005,V007,D006,2026-03-30 15:00:00,2026-03-30 15:31:00,2026-03-30 19:00:00,2026-03-30 19:31:00,Luxembourg,Brussels,338,71,658,Delivered,Pharma
S224,C007,R008,V005,D002,2026-03-30 15:00:00,2026-03-30 15:35:00,2026-03-30 19:00:00,2026-03-30 19:49:00,Luxembourg,Metz,394,147,242,Delivered,Chemicals
S225,C013,R002,V008,D010,2026-03-30 08:00:00,2026-03-30 08:16:00,2026-03-30 12:00:00,2026-03-30 12:44:00,Luxembourg,Metz,348,122,647,Delivered,Food
S226,C018,R010,V002,D002,2026-03-30 13:00:00,2026-03-30 13:02:00,2026-03-30 17:00:00,,Luxembourg,Paris,386,110,270,In Transit,General
S227,C014,R002,V001,D002,2026-03-30 14:00:00,2026-03-30 14:25:00,2026-03-30 18:00:00,,Luxembourg,Liege,163,150,631,In Transit,Pharma
S228,C015,R010,V009,D003,2026-03-30 12:00:00,2026-03-30 12:23:00,2026-03-30 16:00:00,,Luxembourg,Liege,62,143,207,In Transit,Chemicals
S229,C012,R005,V006,D008,2026-03-30 11:00:00,2026-03-30 11:05:00,2026-03-30 15:00:00,2026-03-30 15:08:00,Luxembourg,Paris,316,143,456,Delivered,Food
S230,C011,R002,V005,D001,2026-03-30 06:00:00,2026-03-30 06:28:00,2026-03-30 10:00:00,,Luxembourg,Nancy,108,25,451,In Transit,General
S231,C006,R009,V003,D006,2026-03-30 15:00:00,2026-03-30 15:10:00,2026-03-30 19:00:00,2026-03-30 19:56:00,Luxembourg,Reims,268,138,337,Delivered,Food
S232,C013,R001,V010,D004,2026-03-30 15:00:00,2026-03-30 15:11:00,2026-03-30 19:00:00,2026-03-30 19:45:00,Luxembourg,Metz,353,129,498,Delivered,General
S233,C003,R010,V002,D009,2026-03-30 08:00:00,2026-03-30 08:13:00,2026-03-30 12:00:00,,Luxembourg,Paris,237,103,301,In Transit,Food
S234,C017,R006,V010,D007,2026-03-30 06:00:00,2026-03-30 06:16:00,2026-03-30 10:00:00,,Luxembourg,Reims,250,49,456,In Transit,Chemicals
S235,C020,R010,V002,D003,2026-03-30 12:00:00,2026-03-30 12:39:00,2026-03-30 16:00:00,2026-03-30 16:28:00,Luxembourg,Liege,110,81,412,Delivered,General
S236,C013,R007,V010,D003,2026-03-30 07:00:00,2026-03-30 07:23:00,2026-03-30 11:00:00,2026-03-30 11:55:00,Luxembourg,Reims,246,128,290,Delivered,Food
S237,C016,R005,V003,D003,2026-03-30 15:00:00,2026-03-30 15:34:00,2026-03-30 19:00:00,2026-03-30 19:11:00,Luxembourg,Liege,280,33,467,Delivered,General
S238,C018,R009,V008,D007,2026-03-30 12:00:00,2026-03-30 12:08:00,2026-03-30 16:00:00,2026-03-30 16:39:00,Luxembourg,Nancy,301,126,554,Delivered,Food
S239,C010,R001,V005,D004,2026-03-30 07:00:00,2026-03-30 07:05:00,2026-03-30 11:00:00,2026-03-30 11:18:00,Luxembourg,Reims,197,63,568,Delivered,Food
S240,C009,R009,V006,D009,2026-03-30 13:00:00,2026-03-30 13:32:00,2026-03-30 17:00:00,2026-03-30 17:04:00,Luxembourg,Brussels,275,75,535,Delivered,General
S241,C002,R008,V005,D006,2026-03-30 15:00:00,2026-03-30 15:15:00,2026-03-30 19:00:00,,Luxembourg,Brussels,274,50,342,In Transit,Pharma
S242,C006,R010,V003,D004,2026-03-30 14:00:00,2026-03-30 14:22:00,2026-03-30 18:00:00,,Luxembourg,Paris,80,109,645,In Transit,Chemicals
S243,C010,R005,V010,D005,2026-03-30 14:00:00,2026-03-30 14:34:00,2026-03-30 18:00:00,2026-03-30 18:31:00,Luxembourg,Reims,397,44,238,Delivered,Food
S244,C008,R003,V006,D004,2026-03-30 05:00:00,2026-03-30 05:17:00,2026-03-30 09:00:00,2026-03-30 09:06:00,Luxembourg,Nancy,251,145,245,Delivered,Chemicals
S245,C015,R002,V002,D007,2026-03-30 15:00:00,2026-03-30 15:26:00,2026-03-30 19:00:00,,Luxembourg,Reims,192,114,565,In Transit,Food
S246,C015,R006,V002,D009,2026-03-30 10:00:00,2026-03-30 10:37:00,2026-03-30 14:00:00,2026-03-30 14:01:00,Luxembourg,Metz,161,129,316,Delivered,Food
S247,C011,R009,V010,D003,2026-03-30 09:00:00,2026-03-30 09:20:00,2026-03-30 13:00:00,,Luxembourg,Reims,298,107,149,In Transit,General
S248,C001,R002,V003,D008,2026-03-30 06:00:00,2026-03-30 06:40:00,2026-03-30 10:00:00,,Luxembourg,Metz,50,129,307,In Transit,Pharma
S249,C003,R006,V005,D002,2026-03-30 15:00:00,2026-03-30 15:19:00,2026-03-30 19:00:00,2026-03-30 19:25:00,Luxembourg,Liege,390,62,153,Delivered,Food
S250,C003,R002,V001,D004,2026-03-30 15:00:00,2026-03-30 15:19:00,2026-03-30 19:00:00,2026-03-30 19:44:00,Luxembourg,Metz,89,53,331,Delivered,Food
S251,C004,R007,V003,D008,2026-03-30 05:00:00,2026-03-30 05:00:00,2026-03-30 09:00:00,,Luxembourg,Brussels,167,118,191,In Transit,General
S252,C010,R003,V007,D003,2026-03-30 06:00:00,2026-03-30 06:20:00,2026-03-30 10:00:00,,Luxembourg,Nancy,396,56,170,In Transit,General
S253,C012,R004,V003,D007,2026-03-30 14:00:00,2026-03-30 14:10:00,2026-03-30 18:00:00,,Luxembourg,Reims,276,75,188,In Transit,General
S254,C012,R007,V006,D003,2026-03-30 07:00:00,2026-03-30 07:07:00,2026-03-30 11:00:00,,Luxembourg,Paris,191,41,354,In Transit,Chemicals
S255,C020,R009,V004,D007,2026-03-30 05:00:00,2026-03-30 05:19:00,2026-03-30 09:00:00,2026-03-30 09:56:00,Luxembourg,Liege,380,33,345,Delivered,Food
S256,C020,R002,V009,D001,2026-03-30 11:00:00,2026-03-30 11:07:00,2026-03-30 15:00:00,2026-03-30 15:53:00,Luxembourg,Liege,212,53,496,Delivered,Food
S257,C003,R001,V010,D002,2026-03-30 10:00:00,2026-03-30 10:34:00,2026-03-30 14:00:00,2026-03-30 14:50:00,Luxembourg,Brussels,184,75,140,Delivered,General
S258,C017,R007,V007,D007,2026-03-30 11:00:00,2026-03-30 11:32:00,2026-03-30 15:00:00,,Luxembourg,Brussels,377,59,384,In Transit,General
S259,C018,R006,V007,D010,2026-03-30 09:00:00,2026-03-30 09:05:00,2026-03-30 13:00:00,2026-03-30 13:09:00,Luxembourg,Nancy,382,36,417,Delivered,Food
S260,C014,R002,V008,D010,2026-03-30 08:00:00,2026-03-30 08:03:00,2026-03-30 12:00:00,2026-03-30 12:01:00,Luxembourg,Reims,78,99,279,Delivered,General
S261,C016,R006,V009,D009,2026-03-30 05:00:00,2026-03-30 05:08:00,2026-03-30 09:00:00,2026-03-30 09:10:00,Luxembourg,Nancy,182,62,480,Delivered,Pharma
S262,C014,R005,V009,D002,2026-03-30 09:00:00,2026-03-30 09:07:00,2026-03-30 13:00:00,2026-03-30 13:32:00,Luxembourg,Liege,345,39,608,Delivered,Food
S263,C019,R003,V006,D003,2026-03-30 13:00:00,2026-03-30 13:23:00,2026-03-30 17:00:00,2026-03-30 17:53:00,Luxembourg,Liege,102,49,333,Delivered,General
S264,C016,R006,V007,D003,2026-03-30 05:00:00,2026-03-30 05:00:00,2026-03-30 09:00:00,2026-03-30 08:55:00,Luxembourg,Paris,68,127,329,Delivered,Chemicals
S265,C009,R002,V010,D006,2026-03-30 08:00:00,2026-03-30 08:26:00,2026-03-30 12:00:00,,Luxembourg,Brussels,307,33,283,In Transit,Pharma
S266,C003,R008,V005,D005,2026-03-30 13:00:00,2026-03-30 13:02:00,2026-03-30 17:00:00,,Luxembourg,Liege,94,136,108,In Transit,Chemicals
S267,C020,R004,V008,D006,2026-03-30 08:00:00,2026-03-30 08:18:00,2026-03-30 12:00:00,,Luxembourg,Reims,302,70,659,In Transit,Pharma
S268,C001,R004,V009,D006,2026-03-30 07:00:00,2026-03-30 07:00:00,2026-03-30 11:00:00,,Luxembourg,Nancy,54,105,101,In Transit,Food
S269,C008,R007,V008,D001,2026-03-30 09:00:00,2026-03-30 09:06:00,2026-03-30 13:00:00,2026-03-30 13:57:00,Luxembourg,Paris,193,43,144,Delivered,Pharma
S270,C015,R002,V010,D002,2026-03-30 13:00:00,2026-03-30 13:26:00,2026-03-30 17:00:00,,Luxembourg,Reims,118,120,176,In Transit,General
S271,C009,R006,V007,D006,2026-03-30 11:00:00,2026-03-30 11:08:00,2026-03-30 15:00:00,2026-03-30 15:27:00,Luxembourg,Liege,281,89,339,Delivered,General
S272,C004,R003,V008,D008,2026-03-30 08:00:00,2026-03-30 08:08:00,2026-03-30 12:00:00,2026-03-30 12:09:00,Luxembourg,Liege,258,50,648,Delivered,Chemicals
S273,C015,R005,V002,D002,2026-03-30 08:00:00,2026-03-30 08:28:00,2026-03-30 12:00:00,,Luxembourg,Paris,205,30,320,In Transit,Chemicals
S274,C013,R009,V001,D005,2026-03-30 07:00:00,2026-03-30 07:05:00,2026-03-30 11:00:00,2026-03-30 11:35:00,Luxembourg,Liege,139,27,514,Delivered,Food
S275,C015,R002,V003,D002,2026-03-30 13:00:00,2026-03-30 13:35:00,2026-03-30 17:00:00,2026-03-30 17:02:00,Luxembourg,Brussels,81,76,233,Delivered,Pharma
S276,C003,R001,V002,D004,2026-03-30 11:00:00,2026-03-30 11:23:00,2026-03-30 15:00:00,2026-03-30 15:23:00,Luxembourg,Nancy,277,52,194,Delivered,Chemicals
S277,C002,R003,V010,D007,2026-03-30 06:00:00,2026-03-30 06:02:00,2026-03-30 10:00:00,,Luxembourg,Nancy,252,147,130,In Transit,Food
S278,C007,R003,V005,D005,2026-03-30 15:00:00,2026-03-30 15:27:00,2026-03-30 19:00:00,2026-03-30 19:35:00,Luxembourg,Metz,126,28,351,Delivered,Chemicals
S279,C002,R002,V005,D007,2026-03-30 12:00:00,2026-03-30 12:26:00,2026-03-30 16:00:00,,Luxembourg,Paris,264,71,638,In Transit,Pharma
S280,C012,R008,V009,D008,2026-03-30 15:00:00,2026-03-30 15:34:00,2026-03-30 19:00:00,2026-03-30 19:38:00,Luxembourg,Liege,339,148,429,Delivered,Food
S281,C020,R004,V001,D005,2026-03-30 09:00:00,2026-03-30 09:11:00,2026-03-30 13:00:00,2026-03-30 13:30:00,Luxembourg,Brussels,291,111,698,Delivered,Pharma
S282,C009,R009,V001,D004,2026-03-30 07:00:00,2026-03-30 07:06:00,2026-03-30 11:00:00,2026-03-30 11:20:00,Luxembourg,Reims,248,110,277,Delivered,Pharma
S283,C012,R010,V001,D006,2026-03-30 08:00:00,2026-03-30 08:37:00,2026-03-30 12:00:00,,Luxembourg,Reims,338,56,676,In Transit,Pharma
S284,C006,R008,V001,D002,2026-03-30 12:00:00,2026-03-30 12:34:00,2026-03-30 16:00:00,,Luxembourg,Brussels,169,76,120,In Transit,Food
S285,C011,R003,V006,D001,2026-03-30 05:00:00,2026-03-30 05:21:00,2026-03-30 09:00:00,2026-03-30 09:06:00,Luxembourg,Brussels,125,56,213,Delivered,Chemicals
S286,C019,R002,V006,D005,2026-03-30 06:00:00,2026-03-30 06:23:00,2026-03-30 10:00:00,,Luxembourg,Liege,119,60,547,In Transit,Food
S287,C008,R010,V003,D007,2026-03-30 15:00:00,2026-03-30 15:20:00,2026-03-30 19:00:00,2026-03-30 19:35:00,Luxembourg,Liege,200,52,281,Delivered,General
S288,C020,R006,V010,D004,2026-03-30 14:00:00,2026-03-30 14:25:00,2026-03-30 18:00:00,2026-03-30 18:13:00,Luxembourg,Nancy,339,46,608,Delivered,Pharma
S289,C011,R003,V002,D006,2026-03-30 10:00:00,2026-03-30 10:04:00,2026-03-30 14:00:00,2026-03-30 14:34:00,Luxembourg,Metz,55,87,314,Delivered,Pharma
S290,C004,R001,V001,D007,2026-03-30 06:00:00,2026-03-30 06:22:00,2026-03-30 10:00:00,,Luxembourg,Metz,264,62,523,In Transit,Food
S291,C004,R008,V010,D004,2026-03-30 11:00:00,2026-03-30 11:22:00,2026-03-30 15:00:00,,Luxembourg,Paris,281,38,134,In Transit,Chemicals
S292,C004,R002,V006,D003,2026-03-30 05:00:00,2026-03-30 05:20:00,2026-03-30 09:00:00,,Luxembourg,Metz,132,39,660,In Transit,General
S293,C001,R007,V003,D010,2026-03-30 10:00:00,2026-03-30 10:38:00,2026-03-30 14:00:00,,Luxembourg,Metz,130,33,203,In Transit,Chemicals
S294,C018,R009,V005,D005,2026-03-30 08:00:00,2026-03-30 08:12:00,2026-03-30 12:00:00,,Luxembourg,Liege,171,44,150,In Transit,Food
S295,C005,R001,V006,D001,2026-03-30 14:00:00,2026-03-30 14:35:00,2026-03-30 18:00:00,,Luxembourg,Metz,94,95,591,In Transit,Pharma
S296,C010,R002,V008,D002,2026-03-30 06:00:00,2026-03-30 06:01:00,2026-03-30 10:00:00,2026-03-30 10:11:00,Luxembourg,Liege,253,140,600,Delivered,Chemicals
S297,C006,R006,V007,D006,2026-03-30 06:00:00,2026-03-30 06:34:00,2026-03-30 10:00:00,,Luxembourg,Paris,278,31,369,In Transit,Food
S298,C019,R001,V003,D002,2026-03-30 12:00:00,2026-03-30 12:16:00,2026-03-30 16:00:00,2026-03-30 16:24:00,Luxembourg,Brussels,392,108,654,Delivered,Food
S299,C017,R007,V009,D008,2026-03-30 14:00:00,2026-03-30 14:14:00,2026-03-30 18:00:00,2026-03-30 18:39:00,Luxembourg,Reims,170,141,406,Delivered,General
S300,C015,R003,V003,D004,2026-03-30 11:00:00,2026-03-30 11:02:00,2026-03-30 15:00:00,2026-03-30 15:05:00,Luxembourg,Paris,114,30,533,Delivered,General
S301,C020,R005,V006,D002,2026-03-30 15:00:00,2026-03-30 15:27:00,2026-03-30 19:00:00,2026-03-30 19:08:00,Luxembourg,Brussels,248,121,665,Delivered,Chemicals
S302,C001,R010,V010,D009,2026-03-30 09:00:00,2026-03-30 09:33:00,2026-03-30 13:00:00,,Luxembourg,Metz,107,126,253,In Transit,Pharma
S303,C019,R002,V005,D009,2026-03-30 14:00:00,2026-03-30 14:37:00,2026-03-30 18:00:00,2026-03-30 18:03:00,Luxembourg,Liege,260,87,492,Delivered,Food
S304,C002,R003,V005,D007,2026-03-30 14:00:00,2026-03-30 14:38:00,2026-03-30 18:00:00,,Luxembourg,Paris,366,122,139,In Transit,Food
S305,C009,R006,V001,D006,2026-03-30 10:00:00,2026-03-30 10:15:00,2026-03-30 14:00:00,2026-03-30 14:50:00,Luxembourg,Liege,209,91,603,Delivered,General
S306,C015,R006,V005,D007,2026-03-30 08:00:00,2026-03-30 08:08:00,2026-03-30 12:00:00,,Luxembourg,Reims,380,42,292,In Transit,Food
S307,C017,R006,V001,D009,2026-03-30 08:00:00,2026-03-30 08:26:00,2026-03-30 12:00:00,,Luxembourg,Paris,83,99,618,In Transit,Food
S308,C007,R004,V001,D004,2026-03-30 07:00:00,2026-03-30 07:33:00,2026-03-30 11:00:00,2026-03-30 11:12:00,Luxembourg,Brussels,283,32,469,Delivered,Pharma
S309,C017,R007,V002,D001,2026-03-30 09:00:00,2026-03-30 09:23:00,2026-03-30 13:00:00,,Luxembourg,Paris,240,145,556,In Transit,Pharma
S310,C012,R003,V005,D002,2026-03-30 12:00:00,2026-03-30 12:37:00,2026-03-30 16:00:00,,Luxembourg,Liege,64,118,150,In Transit,Pharma
S311,C007,R005,V007,D009,2026-03-30 14:00:00,2026-03-30 14:13:00,2026-03-30 18:00:00,2026-03-30 18:18:00,Luxembourg,Brussels,399,22,585,Delivered,Pharma
S312,C009,R010,V005,D005,2026-03-30 15:00:00,2026-03-30 15:11:00,2026-03-30 19:00:00,2026-03-30 19:18:00,Luxembourg,Metz,242,109,570,Delivered,Chemicals
S313,C017,R010,V007,D010,2026-03-30 08:00:00,2026-03-30 08:29:00,2026-03-30 12:00:00,,Luxembourg,Brussels,53,150,483,In Transit,Chemicals
S314,C003,R006,V005,D006,2026-03-30 09:00:00,2026-03-30 09:06:00,2026-03-30 13:00:00,,Luxembourg,Liege,183,96,292,In Transit,Pharma
S315,C011,R003,V001,D008,2026-03-30 13:00:00,2026-03-30 13:15:00,2026-03-30 17:00:00,2026-03-30 17:41:00,Luxembourg,Liege,182,127,514,Delivered,Food
S316,C008,R009,V008,D006,2026-03-30 05:00:00,2026-03-30 05:37:00,2026-03-30 09:00:00,2026-03-30 09:33:00,Luxembourg,Reims,203,63,671,Delivered,Pharma
S317,C005,R005,V009,D003,2026-03-30 09:00:00,2026-03-30 09:06:00,2026-03-30 13:00:00,,Luxembourg,Nancy,221,42,327,In Transit,Chemicals
