shipment_id,vehicle_id,gps_timestamp,current_latitude,current_longitude,gps_status,estimated_remaining_km
S125,V002,2026-03-30 06:13:00,49.79904,6.19828,On Route,222
S125,V002,2026-03-30 06:27:00,49.79869,6.19831,Stopped,221
S125,V002,2026-03-30 06:36:00,49.79864,6.19802,Stopped,220
S125,V002,2026-03-30 06:46:00,49.79893,6.1982,Stopped,219
S125,V002,2026-03-30 06:53:00,49.7989,6.20369,On Route,202
S125,V002,2026-03-30 06:58:00,49.79889,6.20607,Delayed,196
S125,V002,2026-03-30 07:07:00,49.79895,6.20655,Stopped,196
S125,V002,2026-03-30 07:22:00,49.79892,6.20996,On Route,179
S125,V002,2026-03-30 07:33:00,49.79888,6.21623,Delayed,162
S126,V007,2026-03-30 06:09:00,49.77204,6.15547,Delayed,239
S126,V007,2026-03-30 06:14:00,49.77167,6.15498,Stopped,237
S126,V007,2026-03-30 06:29:00,49.7712,6.14867,On Route,217
S126,V007,2026-03-30 06:35:00,49.77063,6.14084,Delayed,208
S126,V007,2026-03-30 06:47:00,49.7702,6.135,On Route,190
S126,V007,2026-03-30 06:59:00,49.7703,6.13493,Stopped,190
S126,V007,2026-03-30 07:09:00,49.77023,6.13525,Stopped,189
S126,V007,2026-03-30 07:23:00,49.77,6.13214,On Route,184
S126,V007,2026-03-30 07:36:00,49.76948,6.12508,Delayed,172
S126,V007,2026-03-30 07:41:00,49.76916,6.12063,Delayed,156
S127,V001,2026-03-30 06:12:00,49.77952,6.20041,On Route,157
S127,V001,2026-03-30 06:20:00,49.7791,6.2008,Stopped,157
S127,V001,2026-03-30 06:35:00,49.77498,6.19674,Delayed,150
S127,V001,2026-03-30 06:40:00,49.77502,6.19682,Stopped,148
S127,V001,2026-03-30 06:52:00,49.77131,6.19316,Delayed,143
S127,V001,2026-03-30 07:06:00,49.76769,6.1896,Delayed,123
S127,V001,2026-03-30 07:15:00,49.76752,6.18945,Stopped,122
S127,V001,2026-03-30 07:29:00,49.76595,6.1879,On Route,108
S127,V001,2026-03-30 07:43:00,49.76426,6.18624,Delayed,88
S127,V001,2026-03-30 07:57:00,49.76039,6.18242,On Route,74
S128,V001,2026-03-30 06:09:00,49.6438,5.58528,Delayed,208
S128,V001,2026-03-30 06:23:00,49.6441,5.58734,Delayed,200
S128,V001,2026-03-30 06:38:00,49.64515,5.59473,On Route,191
S128,V001,2026-03-30 06:47:00,49.64574,5.5989,Delayed,181
S128,V001,2026-03-30 06:52:00,49.64548,5.59859,Stopped,179
S128,V001,2026-03-30 07:06:00,49.64659,5.60641,Delayed,170
S128,V001,2026-03-30 07:17:00,49.64758,5.61337,On Route,152
S128,V001,2026-03-30 07:25:00,49.64843,5.61927,On Route,142
S128,V001,2026-03-30 07:34:00,49.64866,5.61912,Stopped,140
S128,V001,2026-03-30 07:45:00,49.64899,5.62141,On Route,121
S129,V008,2026-03-30 06:13:00,49.65089,6.24613,Stopped,247
S129,V008,2026-03-30 06:24:00,49.65239,6.2447,Delayed,228
S129,V008,2026-03-30 06:30:00,49.65221,6.24473,Stopped,228
S129,V008,2026-03-30 06:44:00,49.65235,6.24519,Stopped,227
S129,V008,2026-03-30 06:50:00,49.6527,6.24502,Stopped,226
S129,V008,2026-03-30 07:02:00,49.657,6.24094,Delayed,209
S129,V008,2026-03-30 07:10:00,49.65725,6.24117,Stopped,207
S129,V008,2026-03-30 07:20:00,49.65709,6.24136,Stopped,207
S129,V008,2026-03-30 07:25:00,49.6566,6.24087,Stopped,207
S129,V008,2026-03-30 07:40:00,49.65847,6.23909,Delayed,199
S130,V008,2026-03-30 06:14:00,49.67521,6.21764,On Route,162
S130,V008,2026-03-30 06:28:00,49.67483,6.2181,Stopped,162
S130,V008,2026-03-30 06:34:00,49.67453,6.21385,On Route,152
S130,V008,2026-03-30 06:40:00,49.67421,6.21365,Stopped,150
S130,V008,2026-03-30 06:55:00,49.67417,6.21414,Stopped,149
S130,V008,2026-03-30 07:04:00,49.67392,6.21061,Delayed,142
S130,V008,2026-03-30 07:09:00,49.67361,6.20632,On Route,127
S130,V008,2026-03-30 07:16:00,49.67306,6.19861,Delayed,114
S130,V008,2026-03-30 07:30:00,49.67289,6.1962,Delayed,103
S130,V008,2026-03-30 07:36:00,49.67268,6.19313,Delayed,83
S131,V003,2026-03-30 06:14:00,49.77008,5.93079,Stopped,263
S131,V003,2026-03-30 06:21:00,49.76983,5.93073,Stopped,262
S131,V003,2026-03-30 06:32:00,49.76997,5.93117,Stopped,260
S131,V003,2026-03-30 06:43:00,49.7703,5.92828,Delayed,245
S131,V003,2026-03-30 06:55:00,49.7698,5.92848,Stopped,244
S131,V003,2026-03-30 07:08:00,49.77031,5.92409,Delayed,237
S131,V003,2026-03-30 07:14:00,49.77054,5.92208,On Route,217
S131,V003,2026-03-30 07:29:00,49.77057,5.92257,Stopped,216
S131,V003,2026-03-30 07:39:00,49.77108,5.9182,Delayed,209
S131,V003,2026-03-30 07:48:00,49.77143,5.91804,Stopped,208
S132,V004,2026-03-30 06:12:00,49.59158,5.5441,On Route,233
S132,V004,2026-03-30 06:20:00,49.5957,5.55014,On Route,214
S132,V004,2026-03-30 06:34:00,49.59695,5.55197,On Route,209
S132,V004,2026-03-30 06:47:00,49.59974,5.55604,On Route,202
S132,V004,2026-03-30 06:52:00,49.59955,5.55607,Stopped,201
S132,V004,2026-03-30 06:57:00,49.60183,5.5594,On Route,186
S132,V004,2026-03-30 07:12:00,49.60336,5.56164,Delayed,167
S132,V004,2026-03-30 07:17:00,49.60301,5.56172,Stopped,167
S132,V004,2026-03-30 07:31:00,49.60265,5.56187,Stopped,166
S132,V004,2026-03-30 07:36:00,49.60462,5.56471,On Route,157
S133,V003,2026-03-30 06:12:00,49.81589,6.40498,Stopped,193
S133,V003,2026-03-30 06:23:00,49.81619,6.4047,Stopped,193
S133,V003,2026-03-30 06:33:00,49.81699,6.39788,Delayed,176
S133,V003,2026-03-30 06:43:00,49.8179,6.39008,On Route,167
S133,V003,2026-03-30 06:53:00,49.81866,6.38353,On Route,157
S133,V003,2026-03-30 07:04:00,49.81898,6.38083,On Route,148
S133,V003,2026-03-30 07:16:00,49.81969,6.37469,On Route,138
S133,V003,2026-03-30 07:23:00,49.82057,6.36719,On Route,132
S133,V003,2026-03-30 07:30:00,49.82135,6.36049,On Route,115
S133,V003,2026-03-30 07:35:00,49.82219,6.35326,On Route,108
S134,V001,2026-03-30 06:07:00,49.59001,5.58941,Stopped,254
S134,V001,2026-03-30 06:20:00,49.59082,5.59215,On Route,241
S134,V001,2026-03-30 06:34:00,49.59209,5.59644,Delayed,231
S134,V001,2026-03-30 06:48:00,49.59163,5.59612,Stopped,230
S134,V001,2026-03-30 06:58:00,49.59327,5.60165,On Route,216
S134,V001,2026-03-30 07:06:00,49.59384,5.60359,Delayed,204
S134,V001,2026-03-30 07:20:00,49.59609,5.61119,On Route,196
S134,V001,2026-03-30 07:32:00,49.59813,5.61807,Delayed,184
S134,V001,2026-03-30 07:38:00,49.59829,5.61784,Stopped,184
S134,V001,2026-03-30 07:50:00,49.60002,5.6237,On Route,164
S135,V003,2026-03-30 06:05:00,49.57955,6.41918,Delayed,184
S135,V003,2026-03-30 06:12:00,49.57894,6.41277,On Route,174
S135,V003,2026-03-30 06:18:00,49.57848,6.40788,On Route,166
S135,V003,2026-03-30 06:29:00,49.57788,6.40158,On Route,151
S135,V003,2026-03-30 06:37:00,49.57727,6.39512,On Route,136
S135,V003,2026-03-30 06:45:00,49.5769,6.39118,On Route,128
S135,V003,2026-03-30 06:51:00,49.57681,6.39088,Stopped,128
S135,V003,2026-03-30 07:02:00,49.57629,6.3854,Delayed,122
S135,V003,2026-03-30 07:09:00,49.57598,6.38212,On Route,103
S135,V003,2026-03-30 07:17:00,49.57558,6.37789,Delayed,84
S136,V006,2026-03-30 06:12:00,49.98593,5.70434,Delayed,146
S136,V006,2026-03-30 06:20:00,49.98395,5.70663,Delayed,131
S136,V006,2026-03-30 06:34:00,49.98027,5.71088,Delayed,121
S136,V006,2026-03-30 06:46:00,49.98063,5.71047,Stopped,119
S136,V006,2026-03-30 06:55:00,49.977,5.71466,On Route,100
S136,V006,2026-03-30 07:03:00,49.97282,5.71949,On Route,88
S136,V006,2026-03-30 07:17:00,49.96981,5.72297,Delayed,76
S136,V006,2026-03-30 07:28:00,49.96491,5.72863,On Route,71
S136,V006,2026-03-30 07:41:00,49.96344,5.73032,On Route,51
S136,V006,2026-03-30 07:53:00,49.96046,5.73376,On Route,34
S137,V002,2026-03-30 06:08:00,49.72685,5.73779,On Route,240
S137,V002,2026-03-30 06:17:00,49.72735,5.7373,Stopped,238
S137,V002,2026-03-30 06:29:00,49.72875,5.73124,On Route,233
S137,V002,2026-03-30 06:36:00,49.73024,5.72478,Delayed,216
S137,V002,2026-03-30 06:51:00,49.73154,5.71917,Delayed,211
S137,V002,2026-03-30 07:04:00,49.73251,5.71497,On Route,196
S137,V002,2026-03-30 07:18:00,49.73336,5.71129,On Route,183
S137,V002,2026-03-30 07:24:00,49.73343,5.71099,Stopped,181
S137,V002,2026-03-30 07:37:00,49.73381,5.71123,Stopped,181
S137,V002,2026-03-30 07:47:00,49.73368,5.71078,Stopped,180
S138,V008,2026-03-30 06:08:00,49.80978,5.86528,Stopped,166
S138,V008,2026-03-30 06:16:00,49.80939,5.86525,Stopped,164
S138,V008,2026-03-30 06:29:00,49.80965,5.86507,Stopped,163
S138,V008,2026-03-30 06:39:00,49.80957,5.86463,Stopped,162
S138,V008,2026-03-30 06:51:00,49.80587,5.86787,Delayed,154
S138,V008,2026-03-30 07:03:00,49.8059,5.86819,Stopped,153
S138,V008,2026-03-30 07:09:00,49.80577,5.86837,Stopped,151
S138,V008,2026-03-30 07:15:00,49.80023,5.8732,On Route,132
S138,V008,2026-03-30 07:24:00,49.79696,5.87606,On Route,122
S138,V008,2026-03-30 07:30:00,49.79496,5.8778,On Route,109
S139,V003,2026-03-30 06:12:00,49.74855,6.36719,Delayed,216
S139,V003,2026-03-30 06:21:00,49.74877,6.36267,Delayed,211
S139,V003,2026-03-30 06:34:00,49.74889,6.36029,On Route,199
S139,V003,2026-03-30 06:49:00,49.74872,6.36037,Stopped,197
S139,V003,2026-03-30 07:01:00,49.74897,6.35546,Delayed,178
S139,V003,2026-03-30 07:08:00,49.74924,6.35007,Delayed,164
S139,V003,2026-03-30 07:17:00,49.7494,6.34671,Delayed,148
S139,V003,2026-03-30 07:29:00,49.74955,6.34382,On Route,134
S139,V003,2026-03-30 07:42:00,49.74983,6.33812,On Route,124
S139,V003,2026-03-30 07:57:00,49.74999,6.33503,Delayed,114
S140,V003,2026-03-30 06:13:00,49.58347,5.62004,Delayed,251
S140,V003,2026-03-30 06:20:00,49.583,5.61985,Stopped,250
S140,V003,2026-03-30 06:33:00,49.58616,5.62332,Delayed,240
S140,V003,2026-03-30 06:44:00,49.58799,5.62534,Delayed,235
S140,V003,2026-03-30 06:54:00,49.59245,5.63023,Delayed,216
S140,V003,2026-03-30 07:09:00,49.59381,5.63173,On Route,201
S140,V003,2026-03-30 07:24:00,49.5936,5.63212,Stopped,199
S140,V003,2026-03-30 07:34:00,49.59818,5.63715,On Route,180
S140,V003,2026-03-30 07:41:00,49.5978,5.63713,Stopped,180
S140,V003,2026-03-30 07:55:00,49.59785,5.63693,Stopped,179
S141,V004,2026-03-30 06:08:00,49.72271,5.59292,Stopped,298
S141,V004,2026-03-30 06:23:00,49.72187,5.59527,On Route,279
S141,V004,2026-03-30 06:31:00,49.72233,5.59575,Stopped,278
S141,V004,2026-03-30 06:46:00,49.72101,5.59943,Delayed,272
S141,V004,2026-03-30 06:56:00,49.71954,5.60356,Delayed,254
S141,V004,2026-03-30 07:06:00,49.71811,5.60755,Delayed,240
S141,V004,2026-03-30 07:19:00,49.71682,5.61117,Delayed,221
S141,V004,2026-03-30 07:30:00,49.71571,5.61428,On Route,202
S141,V004,2026-03-30 07:41:00,49.71446,5.61779,Delayed,184
S141,V004,2026-03-30 07:48:00,49.7121,5.62439,On Route,177
S142,V004,2026-03-30 06:11:00,49.65196,6.48637,On Route,233
S142,V004,2026-03-30 06:19:00,49.65285,6.48111,On Route,224
S142,V004,2026-03-30 06:32:00,49.65402,6.47422,On Route,210
S142,V004,2026-03-30 06:46:00,49.6544,6.472,Delayed,196
S142,V004,2026-03-30 06:54:00,49.65523,6.4671,Delayed,177
S142,V004,2026-03-30 07:03:00,49.65637,6.46045,On Route,168
S142,V004,2026-03-30 07:09:00,49.65766,6.45282,Delayed,148
S142,V004,2026-03-30 07:21:00,49.65783,6.45261,Stopped,148
S142,V004,2026-03-30 07:33:00,49.65797,6.45214,Stopped,147
S142,V004,2026-03-30 07:47:00,49.65891,6.44662,On Route,131
S143,V008,2026-03-30 06:09:00,49.78319,6.36329,Delayed,175
S143,V008,2026-03-30 06:19:00,49.78363,6.35781,On Route,166
S143,V008,2026-03-30 06:29:00,49.7842,6.35057,Delayed,157
S143,V008,2026-03-30 06:40:00,49.78439,6.34826,On Route,141
S143,V008,2026-03-30 06:49:00,49.7848,6.34811,Stopped,140
S143,V008,2026-03-30 07:04:00,49.78494,6.34769,Stopped,140
S143,V008,2026-03-30 07:17:00,49.78545,6.34112,On Route,130
S143,V008,2026-03-30 07:26:00,49.78601,6.33391,Delayed,116
S143,V008,2026-03-30 07:40:00,49.78621,6.33377,Stopped,114
S143,V008,2026-03-30 07:47:00,49.78675,6.32685,Delayed,109
S144,V009,2026-03-30 06:08:00,49.64209,6.28181,On Route,179
S144,V009,2026-03-30 06:21:00,49.6422,6.28214,Stopped,177
S144,V009,2026-03-30 06:32:00,49.64225,6.2824,Stopped,177
S144,V009,2026-03-30 06:39:00,49.64539,6.28921,Delayed,169
S144,V009,2026-03-30 06:49:00,49.64743,6.29364,On Route,155
S144,V009,2026-03-30 06:56:00,49.65031,6.29991,On Route,140
S144,V009,2026-03-30 07:04:00,49.65012,6.30016,Stopped,140
S144,V009,2026-03-30 07:12:00,49.65312,6.30664,On Route,131
S144,V009,2026-03-30 07:18:00,49.65427,6.30913,Delayed,122
S144,V009,2026-03-30 07:24:00,49.65685,6.31471,Delayed,114
S145,V001,2026-03-30 06:05:00,49.88691,6.25695,Stopped,280
S145,V001,2026-03-30 06:11:00,49.88504,6.25363,On Route,275
S145,V001,2026-03-30 06:25:00,49.88134,6.24708,On Route,264
S145,V001,2026-03-30 06:30:00,49.87982,6.24437,On Route,248
S145,V001,2026-03-30 06:44:00,49.87841,6.24187,On Route,235
S145,V001,2026-03-30 06:57:00,49.87639,6.23829,Delayed,223
S145,V001,2026-03-30 07:10:00,49.87596,6.2386,Stopped,223
S145,V001,2026-03-30 07:17:00,49.87287,6.23312,On Route,209
S145,V001,2026-03-30 07:30:00,49.87238,6.23334,Stopped,209
S145,V001,2026-03-30 07:42:00,49.87235,6.23354,Stopped,209
S146,V002,2026-03-30 06:06:00,49.59197,5.85264,Delayed,193
S146,V002,2026-03-30 06:18:00,49.59351,5.85046,Delayed,184
S146,V002,2026-03-30 06:24:00,49.5971,5.84538,Delayed,178
S146,V002,2026-03-30 06:33:00,49.59997,5.84133,Delayed,161
S146,V002,2026-03-30 06:48:00,49.6032,5.83675,Delayed,147
S146,V002,2026-03-30 06:57:00,49.60514,5.83401,Delayed,129
S146,V002,2026-03-30 07:09:00,49.60695,5.83145,Delayed,122
S146,V002,2026-03-30 07:21:00,49.60682,5.83097,Stopped,120
S146,V002,2026-03-30 07:36:00,49.60642,5.83091,Stopped,118
S146,V002,2026-03-30 07:47:00,49.608,5.8287,On Route,101
S147,V010,2026-03-30 06:06:00,49.98849,6.23741,On Route,226
S147,V010,2026-03-30 06:15:00,49.98797,6.2304,On Route,206
S147,V010,2026-03-30 06:26:00,49.98823,6.2305,Stopped,204
S147,V010,2026-03-30 06:38:00,49.98787,6.22565,Delayed,187
S147,V010,2026-03-30 06:44:00,49.98765,6.22592,Stopped,187
S147,V010,2026-03-30 06:59:00,49.98728,6.221,Delayed,175
S147,V010,2026-03-30 07:05:00,49.98712,6.21883,On Route,169
S147,V010,2026-03-30 07:16:00,49.98667,6.21278,Delayed,159
S147,V010,2026-03-30 07:30:00,49.98685,6.21243,Stopped,157
S147,V010,2026-03-30 07:42:00,49.98636,6.20589,On Route,137
S148,V004,2026-03-30 06:06:00,49.6463,5.99816,Stopped,287
S148,V004,2026-03-30 06:18:00,49.65064,5.99997,Delayed,270
S148,V004,2026-03-30 06:31:00,49.65268,6.00083,Delayed,260
S148,V004,2026-03-30 06:38:00,49.65304,6.00063,Stopped,258
S148,V004,2026-03-30 06:49:00,49.65727,6.00241,Delayed,244
S148,V004,2026-03-30 07:04:00,49.66334,6.00496,Delayed,224
S148,V004,2026-03-30 07:17:00,49.66352,6.00503,Stopped,223
S148,V004,2026-03-30 07:26:00,49.66817,6.00699,On Route,206
S148,V004,2026-03-30 07:40:00,49.67328,6.00914,Delayed,189
S148,V004,2026-03-30 07:45:00,49.67313,6.00962,Stopped,188
S149,V001,2026-03-30 06:11:00,49.79416,5.6347,On Route,284
S149,V001,2026-03-30 06:22:00,49.79342,5.63921,On Route,268
S149,V001,2026-03-30 06:30:00,49.79304,5.64152,Delayed,256
S149,V001,2026-03-30 06:36:00,49.79209,5.64733,On Route,249
S149,V001,2026-03-30 06:41:00,49.79165,5.64998,Delayed,239
S149,V001,2026-03-30 06:55:00,49.79148,5.64994,Stopped,238
S149,V001,2026-03-30 07:07:00,49.79188,5.64971,Stopped,236
S149,V001,2026-03-30 07:18:00,49.7914,5.64952,Stopped,234
S149,V001,2026-03-30 07:24:00,49.79052,5.65489,Delayed,214
S149,V001,2026-03-30 07:39:00,49.7907,5.65472,Stopped,212
S150,V006,2026-03-30 06:14:00,49.58303,5.79929,Stopped,168
S150,V006,2026-03-30 06:28:00,49.58966,5.79768,Delayed,161
S150,V006,2026-03-30 06:34:00,49.59506,5.79637,On Route,148
S150,V006,2026-03-30 06:44:00,49.59536,5.79634,Stopped,148
S150,V006,2026-03-30 06:57:00,49.6011,5.79495,On Route,134
S150,V006,2026-03-30 07:05:00,49.60557,5.79386,Delayed,119
S150,V006,2026-03-30 07:20:00,49.60986,5.79282,Delayed,100
S150,V006,2026-03-30 07:33:00,49.60954,5.79234,Stopped,98
S150,V006,2026-03-30 07:48:00,49.61485,5.79106,On Route,87
S150,V006,2026-03-30 08:01:00,49.61528,5.79082,Stopped,85
S151,V010,2026-03-30 06:07:00,49.92609,6.4068,Stopped,165
S151,V010,2026-03-30 06:18:00,49.92627,6.4066,Stopped,164
S151,V010,2026-03-30 06:33:00,49.92787,6.39962,Delayed,157
S151,V010,2026-03-30 06:42:00,49.92944,6.39272,On Route,144
S151,V010,2026-03-30 06:53:00,49.9291,6.3929,Stopped,144
S151,V010,2026-03-30 06:58:00,49.9297,6.39029,On Route,133
S151,V010,2026-03-30 07:10:00,49.93122,6.38368,On Route,119
S151,V010,2026-03-30 07:21:00,49.93242,6.37846,Delayed,101
S151,V010,2026-03-30 07:28:00,49.93283,6.37816,Stopped,100
S151,V010,2026-03-30 07:43:00,49.93361,6.3747,On Route,87
S152,V009,2026-03-30 06:10:00,49.59323,6.34764,On Route,148
S152,V009,2026-03-30 06:20:00,49.59303,6.34721,Stopped,147
S152,V009,2026-03-30 06:27:00,49.59319,6.3468,Stopped,145
S152,V009,2026-03-30 06:40:00,49.59514,6.34498,On Route,137
S152,V009,2026-03-30 06:49:00,49.59547,6.34543,Stopped,135
S152,V009,2026-03-30 07:03:00,49.60082,6.34045,Delayed,123
S152,V009,2026-03-30 07:13:00,49.60568,6.33593,On Route,108
S152,V009,2026-03-30 07:21:00,49.60592,6.33623,Stopped,106
S152,V009,2026-03-30 07:28:00,49.60834,6.33398,Delayed,98
S152,V009,2026-03-30 07:39:00,49.61406,6.32865,On Route,79
S153,V005,2026-03-30 06:15:00,49.93014,5.56104,Delayed,158
S153,V005,2026-03-30 06:25:00,49.92821,5.56857,On Route,149
S153,V005,2026-03-30 06:30:00,49.92665,5.57467,Delayed,135
S153,V005,2026-03-30 06:45:00,49.92712,5.57478,Stopped,133
S153,V005,2026-03-30 06:54:00,49.92559,5.58073,On Route,121
S153,V005,2026-03-30 07:04:00,49.92548,5.58087,Stopped,119
S153,V005,2026-03-30 07:15:00,49.9251,5.58123,Stopped,118
S153,V005,2026-03-30 07:24:00,49.92325,5.58846,On Route,101
S153,V005,2026-03-30 07:33:00,49.92262,5.59092,Delayed,89
S153,V005,2026-03-30 07:45:00,49.92084,5.59785,On Route,79
S154,V006,2026-03-30 06:10:00,49.93825,6.26215,Delayed,152
S154,V006,2026-03-30 06:17:00,49.93817,6.26257,Stopped,152
S154,V006,2026-03-30 06:31:00,49.93793,6.26213,Stopped,151
S154,V006,2026-03-30 06:36:00,49.93825,6.26237,Stopped,150
S154,V006,2026-03-30 06:51:00,49.93645,6.2568,On Route,140
S154,V006,2026-03-30 06:56:00,49.93438,6.25038,Delayed,131
S154,V006,2026-03-30 07:06:00,49.9334,6.24734,Delayed,117
S154,V006,2026-03-30 07:21:00,49.93298,6.247,Stopped,115
S154,V006,2026-03-30 07:31:00,49.93081,6.24026,On Route,97
S154,V006,2026-03-30 07:40:00,49.92931,6.23562,Delayed,88
S155,V003,2026-03-30 06:14:00,49.84401,6.32369,Delayed,239
S155,V003,2026-03-30 06:27:00,49.8442,6.32157,On Route,234
S155,V003,2026-03-30 06:39:00,49.84431,6.3213,Stopped,234
S155,V003,2026-03-30 06:44:00,49.84463,6.31775,On Route,224
S155,V003,2026-03-30 06:51:00,49.84513,6.31206,Delayed,211
S155,V003,2026-03-30 07:05:00,49.84582,6.30434,On Route,201
S155,V003,2026-03-30 07:17:00,49.846,6.30227,On Route,183
S155,V003,2026-03-30 07:25:00,49.846,6.30199,Stopped,183
S155,V003,2026-03-30 07:36:00,49.84633,6.29828,Delayed,163
S155,V003,2026-03-30 07:50:00,49.84674,6.29371,On Route,152
S156,V004,2026-03-30 06:08:00,49.99595,5.78438,On Route,241
S156,V004,2026-03-30 06:23:00,49.9959,5.78412,Stopped,239
S156,V004,2026-03-30 06:33:00,49.99586,5.78363,Stopped,239
S156,V004,2026-03-30 06:44:00,49.99576,5.78335,Stopped,238
S156,V004,2026-03-30 06:49:00,49.99585,5.78292,Stopped,236
S156,V004,2026-03-30 07:01:00,49.99282,5.78553,On Route,224
S156,V004,2026-03-30 07:06:00,49.98678,5.79073,Delayed,218
S156,V004,2026-03-30 07:15:00,49.98297,5.79402,Delayed,201
S156,V004,2026-03-30 07:28:00,49.9784,5.79795,Delayed,192
S156,V004,2026-03-30 07:35:00,49.97424,5.80153,On Route,179
S157,V009,2026-03-30 06:10:00,49.74628,5.83633,Delayed,277
S157,V009,2026-03-30 06:19:00,49.74589,5.82847,On Route,257
S157,V009,2026-03-30 06:33:00,49.74575,5.8284,Stopped,256
S157,V009,2026-03-30 06:40:00,49.7455,5.8233,Delayed,238
S157,V009,2026-03-30 06:47:00,49.74518,5.81689,Delayed,218
S157,V009,2026-03-30 06:52:00,49.74554,5.81705,Stopped,217
S157,V009,2026-03-30 06:59:00,49.74539,5.81416,On Route,205
S157,V009,2026-03-30 07:11:00,49.74515,5.80934,On Route,195
S157,V009,2026-03-30 07:16:00,49.74501,5.80665,Delayed,175
S157,V009,2026-03-30 07:28:00,49.7448,5.80252,Delayed,155
S158,V008,2026-03-30 06:13:00,49.55639,6.21668,Delayed,192
S158,V008,2026-03-30 06:27:00,49.55665,6.21131,Delayed,181
S158,V008,2026-03-30 06:38:00,49.5569,6.20616,On Route,171
S158,V008,2026-03-30 06:53:00,49.55707,6.20269,On Route,151
S158,V008,2026-03-30 07:02:00,49.55742,6.19537,On Route,146
S158,V008,2026-03-30 07:16:00,49.5579,6.19499,Stopped,145
S158,V008,2026-03-30 07:21:00,49.55823,6.18798,On Route,136
S158,V008,2026-03-30 07:33:00,49.55845,6.18322,On Route,116
S158,V008,2026-03-30 07:43:00,49.5589,6.18332,Stopped,116
S158,V008,2026-03-30 07:53:00,49.55917,6.17739,On Route,97
S159,V010,2026-03-30 06:06:00,49.56423,6.36373,Stopped,163
S159,V010,2026-03-30 06:17:00,49.566,6.36068,Delayed,151
S159,V010,2026-03-30 06:24:00,49.56707,6.35884,On Route,140
S159,V010,2026-03-30 06:39:00,49.57041,6.35306,Delayed,126
S159,V010,2026-03-30 06:48:00,49.57007,6.35286,Stopped,125
S159,V010,2026-03-30 06:58:00,49.57017,6.35272,Stopped,125
S159,V010,2026-03-30 07:10:00,49.56987,6.35266,Stopped,124
S159,V010,2026-03-30 07:16:00,49.57257,6.34801,Delayed,106
S159,V010,2026-03-30 07:27:00,49.57602,6.34208,Delayed,96
S159,V010,2026-03-30 07:39:00,49.57595,6.34162,Stopped,95
S160,V004,2026-03-30 06:06:00,49.82607,6.21065,On Route,266
S160,V004,2026-03-30 06:21:00,49.82837,6.20763,Delayed,257
S160,V004,2026-03-30 06:30:00,49.83263,6.20201,Delayed,239
S160,V004,2026-03-30 06:43:00,49.83218,6.20159,Stopped,239
S160,V004,2026-03-30 06:49:00,49.83525,6.19756,On Route,221
S160,V004,2026-03-30 06:59:00,49.83888,6.19282,Delayed,208
S160,V004,2026-03-30 07:05:00,49.84222,6.18844,Delayed,203
S160,V004,2026-03-30 07:16:00,49.84238,6.18812,Stopped,203
S160,V004,2026-03-30 07:26:00,49.8439,6.18614,On Route,189
S160,V004,2026-03-30 07:40:00,49.84413,6.18639,Stopped,188
S161,V005,2026-03-30 06:06:00,49.67115,6.41787,Stopped,168
S161,V005,2026-03-30 06:17:00,49.67278,6.41293,Delayed,163
S161,V005,2026-03-30 06:29:00,49.67344,6.41095,On Route,143
S161,V005,2026-03-30 06:43:00,49.67334,6.41111,Stopped,141
S161,V005,2026-03-30 06:53:00,49.67333,6.41123,Stopped,139
S161,V005,2026-03-30 07:02:00,49.6735,6.41142,Stopped,138
S161,V005,2026-03-30 07:10:00,49.67437,6.40881,On Route,133
S161,V005,2026-03-30 07:15:00,49.67653,6.40226,On Route,122
S161,V005,2026-03-30 07:30:00,49.67806,6.39762,On Route,113
S161,V005,2026-03-30 07:36:00,49.67951,6.39324,On Route,102
S162,V005,2026-03-30 06:05:00,49.88506,5.64863,Stopped,188
S162,V005,2026-03-30 06:14:00,49.87964,5.64763,Delayed,177
S162,V005,2026-03-30 06:19:00,49.87997,5.64752,Stopped,176
S162,V005,2026-03-30 06:30:00,49.87429,5.64647,On Route,158
S162,V005,2026-03-30 06:35:00,49.86797,5.64531,Delayed,144
S162,V005,2026-03-30 06:43:00,49.86364,5.64452,Delayed,124
S162,V005,2026-03-30 06:53:00,49.8632,5.64404,Stopped,122
S162,V005,2026-03-30 07:05:00,49.86277,5.64443,Stopped,121
S162,V005,2026-03-30 07:17:00,49.85788,5.64353,On Route,105
S162,V005,2026-03-30 07:25:00,49.85782,5.64319,Stopped,103
S163,V008,2026-03-30 06:07:00,49.67228,5.73232,Stopped,235
S163,V008,2026-03-30 06:18:00,49.67169,5.73863,Delayed,218
S163,V008,2026-03-30 06:25:00,49.67185,5.73849,Stopped,217
S163,V008,2026-03-30 06:40:00,49.67155,5.73868,Stopped,217
S163,V008,2026-03-30 06:47:00,49.6713,5.74144,Delayed,206
S163,V008,2026-03-30 06:56:00,49.67129,5.74174,Stopped,205
S163,V008,2026-03-30 07:01:00,49.67099,5.74498,On Route,199
S163,V008,2026-03-30 07:16:00,49.67033,5.75223,Delayed,183
S163,V008,2026-03-30 07:22:00,49.67005,5.75527,On Route,177
S163,V008,2026-03-30 07:28:00,49.66963,5.75983,Delayed,165
S164,V009,2026-03-30 06:13:00,49.61182,5.75747,Stopped,159
S164,V009,2026-03-30 06:25:00,49.61198,5.75768,Stopped,158
